Name,Value,Timestamp,Step
"mpl-val/ema-loss",2.302262,1620719872999,20
"mpl-val/ema-acc",0.105,1620719873000,20
"mpl-val/student-loss",2.3022034,1620719873000,20
"mpl-val/student-acc",0.1059,1620719873001,20
"mpl-lr/student",1e-09,1620720073952,250
"mpl-lr/teacher",0.0025,1620720073954,250
"mpl-uda/weight",0.8,1620720260111,500
"mpl-uda/u-ratio",0.31957272,1620720260118,500
"mpl-uda/l-ratio",0.18716672,1620720260125,500
"mpl/dot-product",0.8214025,1620720260131,500
"mpl/moving-dot-product",-0.86299723,1620720260137,500
"mpl-cross-entropy/teacher-on-l",1.7254086,1620720260143,500
"mpl-cross-entropy/teacher-on-u",0.60127085,1620720260150,500
"mpl-cross-entropy/student-on-u",2.4663522,1620720260156,500
"mpl-cross-entropy/student-on-l",2.3801196,1620720260162,500
"mpl-lr/student",0.0,1620720260164,500
"mpl-lr/teacher",0.005,1620720260165,500
"mpl-uda/weight",1.2,1620720446317,750
"mpl-uda/u-ratio",0.65246445,1620720446324,750
"mpl-uda/l-ratio",0.059666656,1620720446329,750
"mpl/dot-product",0.8105678,1620720446335,750
"mpl/moving-dot-product",-0.8631068,1620720446342,750
"mpl-cross-entropy/teacher-on-l",1.2434255,1620720446349,750
"mpl-cross-entropy/teacher-on-u",1.0891484,1620720446355,750
"mpl-cross-entropy/student-on-u",2.2898142,1620720446361,750
"mpl-cross-entropy/student-on-l",2.0141811,1620720446367,750
"mpl-lr/student",0.0025,1620720446369,750
"mpl-lr/teacher",0.0075,1620720446370,750
"mpl-uda/weight",1.6,1620720632697,1000
"mpl-uda/u-ratio",0.74324715,1620720632703,1000
"mpl-uda/l-ratio",0.030916668,1620720632709,1000
"mpl/dot-product",0.82317024,1620720632714,1000
"mpl/moving-dot-product",-0.8629795,1620720632720,1000
"mpl-cross-entropy/teacher-on-l",1.0734769,1620720632725,1000
"mpl-cross-entropy/teacher-on-u",1.1255906,1620720632730,1000
"mpl-cross-entropy/student-on-u",2.134272,1620720632736,1000
"mpl-cross-entropy/student-on-l",1.6078198,1620720632741,1000
"mpl-lr/student",0.005,1620720632742,1000
"mpl-lr/teacher",0.01,1620720632744,1000
"mpl-val/ema-loss",2.1540098,1620720649620,1020
"mpl-val/ema-acc",0.4632,1620720649620,1020
"mpl-val/student-loss",2.1156013,1620720649621,1020
"mpl-val/student-acc",0.4815,1620720649622,1020
"mpl-uda/weight",2.0,1620720851259,1250
"mpl-uda/u-ratio",0.79450595,1620720851266,1250
"mpl-uda/l-ratio",0.016166667,1620720851272,1250
"mpl/dot-product",0.8347498,1620720851277,1250
"mpl/moving-dot-product",-0.86286217,1620720851283,1250
"mpl-cross-entropy/teacher-on-l",0.9683317,1620720851288,1250
"mpl-cross-entropy/teacher-on-u",1.0985066,1620720851293,1250
"mpl-cross-entropy/student-on-u",2.0299304,1620720851299,1250
"mpl-cross-entropy/student-on-l",1.3536004,1620720851304,1250
"mpl-lr/student",0.0075,1620720851306,1250
"mpl-lr/teacher",0.0125,1620720851307,1250
"mpl-uda/weight",2.4,1620721038675,1500
"mpl-uda/u-ratio",0.8236485,1620721038683,1500
"mpl-uda/l-ratio",0.010812502,1620721038688,1500
"mpl/dot-product",0.8526886,1620721038693,1500
"mpl/moving-dot-product",-0.8626813,1620721038699,1500
"mpl-cross-entropy/teacher-on-l",0.91501707,1620721038704,1500
"mpl-cross-entropy/teacher-on-u",1.0567417,1620721038709,1500
"mpl-cross-entropy/student-on-u",1.9363363,1620721038714,1500
"mpl-cross-entropy/student-on-l",1.147129,1620721038720,1500
"mpl-lr/student",0.01,1620721038721,1500
"mpl-lr/teacher",0.015,1620721038723,1500
"mpl-uda/weight",2.8,1620721226101,1750
"mpl-uda/u-ratio",0.8441727,1620721226108,1750
"mpl-uda/l-ratio",0.007937502,1620721226114,1750
"mpl/dot-product",0.8648089,1620721226120,1750
"mpl/moving-dot-product",-0.86255884,1620721226126,1750
"mpl-cross-entropy/teacher-on-l",0.8849353,1620721226132,1750
"mpl-cross-entropy/teacher-on-u",1.0214598,1620721226139,1750
"mpl-cross-entropy/student-on-u",1.8566056,1620721226145,1750
"mpl-cross-entropy/student-on-l",1.0084064,1620721226151,1750
"mpl-lr/student",0.0125,1620721226152,1750
"mpl-lr/teacher",0.0175,1620721226154,1750
"mpl-uda/weight",3.2,1620721413998,2000
"mpl-uda/u-ratio",0.85954183,1620721414006,2000
"mpl-uda/l-ratio",0.0067916666,1620721414011,2000
"mpl/dot-product",0.8708596,1620721414016,2000
"mpl/moving-dot-product",-0.86249775,1620721414021,2000
"mpl-cross-entropy/teacher-on-l",0.86658627,1620721414026,2000
"mpl-cross-entropy/teacher-on-u",0.9944432,1620721414032,2000
"mpl-cross-entropy/student-on-u",1.7898245,1620721414037,2000
"mpl-cross-entropy/student-on-l",0.9047067,1620721414042,2000
"mpl-lr/student",0.015,1620721414044,2000
"mpl-lr/teacher",0.02,1620721414045,2000
"mpl-val/ema-loss",1.9029679,1620721430895,2020
"mpl-val/ema-acc",0.7105,1620721430895,2020
"mpl-val/student-loss",1.899302,1620721430896,2020
"mpl-val/student-acc",0.7133,1620721430897,2020
"mpl-uda/weight",3.6,1620721632010,2250
"mpl-uda/u-ratio",0.87260735,1620721632018,2250
"mpl-uda/l-ratio",0.006083337,1620721632023,2250
"mpl/dot-product",0.86907405,1620721632028,2250
"mpl/moving-dot-product",-0.8625156,1620721632033,2250
"mpl-cross-entropy/teacher-on-l",0.8525716,1620721632038,2250
"mpl-cross-entropy/teacher-on-u",0.9777662,1620721632044,2250
"mpl-cross-entropy/student-on-u",1.7411438,1620721632049,2250
"mpl-cross-entropy/student-on-l",0.8359632,1620721632054,2250
"mpl-lr/student",0.0175,1620721632055,2250
"mpl-lr/teacher",0.0225,1620721632057,2250
"mpl-uda/weight",4.0,1620721818238,2500
"mpl-uda/u-ratio",0.8831012,1620721818245,2500
"mpl-uda/l-ratio",0.005666668,1620721818250,2500
"mpl/dot-product",0.8694335,1620721818256,2500
"mpl/moving-dot-product",-0.86251223,1620721818261,2500
"mpl-cross-entropy/teacher-on-l",0.84115267,1620721818266,2500
"mpl-cross-entropy/teacher-on-u",0.95628387,1620721818272,2500
"mpl-cross-entropy/student-on-u",1.699759,1620721818277,2500
"mpl-cross-entropy/student-on-l",0.79084074,1620721818282,2500
"mpl-lr/student",0.02,1620721818284,2500
"mpl-lr/teacher",0.025,1620721818285,2500
"mpl-uda/weight",4.4,1620722005802,2750
"mpl-uda/u-ratio",0.8895983,1620722005809,2750
"mpl-uda/l-ratio",0.0056666667,1620722005815,2750
"mpl/dot-product",0.871875,1620722005820,2750
"mpl/moving-dot-product",-0.86248773,1620722005825,2750
"mpl-cross-entropy/teacher-on-l",0.83351153,1620722005831,2750
"mpl-cross-entropy/teacher-on-u",0.93558925,1620722005836,2750
"mpl-cross-entropy/student-on-u",1.6663262,1620722005841,2750
"mpl-cross-entropy/student-on-l",0.7536416,1620722005847,2750
"mpl-lr/student",0.0225,1620722005848,2750
"mpl-lr/teacher",0.0275,1620722005849,2750
"mpl-uda/weight",4.8,1620722193340,3000
"mpl-uda/u-ratio",0.8994974,1620722193348,3000
"mpl-uda/l-ratio",0.004958334,1620722193353,3000
"mpl/dot-product",0.8667625,1620722193358,3000
"mpl/moving-dot-product",-0.86253905,1620722193364,3000
"mpl-cross-entropy/teacher-on-l",0.8237721,1620722193369,3000
"mpl-cross-entropy/teacher-on-u",0.9214136,1620722193374,3000
"mpl-cross-entropy/student-on-u",1.6372619,1620722193380,3000
"mpl-cross-entropy/student-on-l",0.7200157,1620722193385,3000
"mpl-lr/student",0.025,1620722193386,3000
"mpl-lr/teacher",0.03,1620722193388,3000
"mpl-val/ema-loss",1.8278123,1620722210486,3020
"mpl-val/ema-acc",0.7898,1620722210487,3020
"mpl-val/student-loss",1.8406174,1620722210487,3020
"mpl-val/student-acc",0.7722,1620722210488,3020
"mpl-uda/weight",5.2,1620722411944,3250
"mpl-uda/u-ratio",0.90350294,1620722411951,3250
"mpl-uda/l-ratio",0.00525,1620722411957,3250
"mpl/dot-product",0.86880434,1620722411964,3250
"mpl/moving-dot-product",-0.8625183,1620722411970,3250
"mpl-cross-entropy/teacher-on-l",0.81990737,1620722411976,3250
"mpl-cross-entropy/teacher-on-u",0.9041495,1620722411982,3250
"mpl-cross-entropy/student-on-u",1.6134862,1620722411988,3250
"mpl-cross-entropy/student-on-l",0.6906076,1620722411995,3250
"mpl-lr/student",0.0275,1620722411996,3250
"mpl-lr/teacher",0.0325,1620722411998,3250
"mpl-uda/weight",5.6,1620722598494,3500
"mpl-uda/u-ratio",0.9083392,1620722598501,3500
"mpl-uda/l-ratio",0.004875,1620722598507,3500
"mpl/dot-product",0.86701405,1620722598512,3500
"mpl/moving-dot-product",-0.86253643,1620722598517,3500
"mpl-cross-entropy/teacher-on-l",0.8152907,1620722598522,3500
"mpl-cross-entropy/teacher-on-u",0.8916025,1620722598527,3500
"mpl-cross-entropy/student-on-u",1.5943973,1620722598533,3500
"mpl-cross-entropy/student-on-l",0.67609686,1620722598538,3500
"mpl-lr/student",0.03,1620722598539,3500
"mpl-lr/teacher",0.035,1620722598541,3500
"mpl-uda/weight",6.0,1620722785175,3750
"mpl-uda/u-ratio",0.91257405,1620722785183,3750
"mpl-uda/l-ratio",0.004937503,1620722785188,3750
"mpl/dot-product",0.8674902,1620722785193,3750
"mpl/moving-dot-product",-0.8625317,1620722785199,3750
"mpl-cross-entropy/teacher-on-l",0.81297475,1620722785204,3750
"mpl-cross-entropy/teacher-on-u",0.88469964,1620722785209,3750
"mpl-cross-entropy/student-on-u",1.5780464,1620722785214,3750
"mpl-cross-entropy/student-on-l",0.6541195,1620722785220,3750
"mpl-lr/student",0.0325,1620722785221,3750
"mpl-lr/teacher",0.0375,1620722785222,3750
"mpl-uda/weight",6.4,1620722971467,4000
"mpl-uda/u-ratio",0.9154823,1620722971475,4000
"mpl-uda/l-ratio",0.0052708345,1620722971481,4000
"mpl/dot-product",0.8672354,1620722971487,4000
"mpl/moving-dot-product",-0.8625345,1620722971494,4000
"mpl-cross-entropy/teacher-on-l",0.8125058,1620722971500,4000
"mpl-cross-entropy/teacher-on-u",0.87444127,1620722971506,4000
"mpl-cross-entropy/student-on-u",1.5622464,1620722971512,4000
"mpl-cross-entropy/student-on-l",0.6376261,1620722971518,4000
"mpl-lr/student",0.035,1620722971519,4000
"mpl-lr/teacher",0.04,1620722971521,4000
"mpl-val/ema-loss",1.8005387,1620722988250,4020
"mpl-val/ema-acc",0.8305,1620722988251,4020
"mpl-val/student-loss",1.816299,1620722988251,4020
"mpl-val/student-acc",0.8077,1620722988252,4020
"mpl-uda/weight",6.8,1620723191069,4250
"mpl-uda/u-ratio",0.9174916,1620723191076,4250
"mpl-uda/l-ratio",0.005291667,1620723191081,4250
"mpl/dot-product",0.8650426,1620723191086,4250
"mpl/moving-dot-product",-0.86255646,1620723191092,4250
"mpl-cross-entropy/teacher-on-l",0.811911,1620723191097,4250
"mpl-cross-entropy/teacher-on-u",0.8656407,1620723191102,4250
"mpl-cross-entropy/student-on-u",1.5522034,1620723191107,4250
"mpl-cross-entropy/student-on-l",0.6204642,1620723191112,4250
"mpl-lr/student",0.0375,1620723191114,4250
"mpl-lr/teacher",0.0425,1620723191115,4250
"mpl-uda/weight",7.2,1620723377855,4500
"mpl-uda/u-ratio",0.9190415,1620723377863,4500
"mpl-uda/l-ratio",0.005000001,1620723377869,4500
"mpl/dot-product",0.86345327,1620723377875,4500
"mpl/moving-dot-product",-0.86257267,1620723377882,4500
"mpl-cross-entropy/teacher-on-l",0.80991954,1620723377888,4500
"mpl-cross-entropy/teacher-on-u",0.8531024,1620723377894,4500
"mpl-cross-entropy/student-on-u",1.5379866,1620723377900,4500
"mpl-cross-entropy/student-on-l",0.6060229,1620723377906,4500
"mpl-lr/student",0.04,1620723377908,4500
"mpl-lr/teacher",0.045,1620723377910,4500
"mpl-uda/weight",7.6,1620723564904,4750
"mpl-uda/u-ratio",0.92144924,1620723564913,4750
"mpl-uda/l-ratio",0.005083332,1620723564919,4750
"mpl/dot-product",0.86429477,1620723564925,4750
"mpl/moving-dot-product",-0.8625638,1620723564931,4750
"mpl-cross-entropy/teacher-on-l",0.8085042,1620723564937,4750
"mpl-cross-entropy/teacher-on-u",0.84508526,1620723564943,4750
"mpl-cross-entropy/student-on-u",1.5268776,1620723564949,4750
"mpl-cross-entropy/student-on-l",0.5960285,1620723564955,4750
"mpl-lr/student",0.0425,1620723564957,4750
"mpl-lr/teacher",0.0475,1620723564959,4750
"mpl-uda/weight",8.0,1620723752322,5000
"mpl-uda/u-ratio",0.9235358,1620723752329,5000
"mpl-uda/l-ratio",0.0047500012,1620723752335,5000
"mpl/dot-product",0.8621905,1620723752340,5000
"mpl/moving-dot-product",-0.8625853,1620723752345,5000
"mpl-cross-entropy/teacher-on-l",0.80846894,1620723752351,5000
"mpl-cross-entropy/teacher-on-u",0.83768153,1620723752356,5000
"mpl-cross-entropy/student-on-u",1.5162212,1620723752362,5000
"mpl-cross-entropy/student-on-l",0.5817989,1620723752367,5000
"mpl-lr/student",0.045,1620723752369,5000
"mpl-lr/teacher",0.05,1620723752370,5000
"mpl-val/ema-loss",1.7825546,1620723769424,5020
"mpl-val/ema-acc",0.8502,1620723769424,5020
"mpl-val/student-loss",1.817731,1620723769425,5020
"mpl-val/student-acc",0.8202,1620723769426,5020
"mpl-uda/weight",8.0,1620723970364,5250
"mpl-uda/u-ratio",0.92675847,1620723970371,5250
"mpl-uda/l-ratio",0.0049583344,1620723970376,5250
"mpl/dot-product",0.8622147,1620723970381,5250
"mpl/moving-dot-product",-0.86258477,1620723970386,5250
"mpl-cross-entropy/teacher-on-l",0.8080674,1620723970391,5250
"mpl-cross-entropy/teacher-on-u",0.82957935,1620723970397,5250
"mpl-cross-entropy/student-on-u",1.5037197,1620723970402,5250
"mpl-cross-entropy/student-on-l",0.56794244,1620723970407,5250
"mpl-lr/student",0.0475,1620723970408,5250
"mpl-lr/teacher",0.04999982,1620723970410,5250
"mpl-uda/weight",8.0,1620724157432,5500
"mpl-uda/u-ratio",0.92894334,1620724157440,5500
"mpl-uda/l-ratio",0.0034583327,1620724157446,5500
"mpl/dot-product",0.8610065,1620724157452,5500
"mpl/moving-dot-product",-0.86259735,1620724157458,5500
"mpl-cross-entropy/teacher-on-l",0.7976661,1620724157465,5500
"mpl-cross-entropy/teacher-on-u",0.81455207,1620724157471,5500
"mpl-cross-entropy/student-on-u",1.4863544,1620724157477,5500
"mpl-cross-entropy/student-on-l",0.5507379,1620724157483,5500
"mpl-lr/student",0.05,1620724157485,5500
"mpl-lr/teacher",0.049999267,1620724157486,5500
"mpl-uda/weight",8.0,1620724344971,5750
"mpl-uda/u-ratio",0.9317026,1620724344978,5750
"mpl-uda/l-ratio",0.0033541655,1620724344984,5750
"mpl/dot-product",0.8609214,1620724344989,5750
"mpl/moving-dot-product",-0.862598,1620724344994,5750
"mpl-cross-entropy/teacher-on-l",0.79276896,1620724344999,5750
"mpl-cross-entropy/teacher-on-u",0.8073864,1620724345005,5750
"mpl-cross-entropy/student-on-u",1.4749987,1620724345010,5750
"mpl-cross-entropy/student-on-l",0.54011875,1620724345015,5750
"mpl-lr/student",0.049999814,1620724345017,5750
"mpl-lr/teacher",0.04999835,1620724345018,5750
"mpl-uda/weight",8.0,1620724530947,6000
"mpl-uda/u-ratio",0.9337829,1620724530955,6000
"mpl-uda/l-ratio",0.0029999998,1620724530960,6000
"mpl/dot-product",0.86115366,1620724530965,6000
"mpl/moving-dot-product",-0.86259586,1620724530971,6000
"mpl-cross-entropy/teacher-on-l",0.78818345,1620724530976,6000
"mpl-cross-entropy/teacher-on-u",0.79588306,1620724530982,6000
"mpl-cross-entropy/student-on-u",1.4608982,1620724530987,6000
"mpl-cross-entropy/student-on-l",0.53054494,1620724530992,6000
"mpl-lr/student",0.049999263,1620724530994,6000
"mpl-lr/teacher",0.049997065,1620724530995,6000
"mpl-val/ema-loss",1.7645582,1620724548001,6020
"mpl-val/ema-acc",0.8669,1620724548002,6020
"mpl-val/student-loss",1.7735398,1620724548002,6020
"mpl-val/student-acc",0.8537,1620724548003,6020
"mpl-uda/weight",8.0,1620724751476,6250
"mpl-uda/u-ratio",0.93602955,1620724751483,6250
"mpl-uda/l-ratio",0.0024166661,1620724751488,6250
"mpl/dot-product",0.8604884,1620724751493,6250
"mpl/moving-dot-product",-0.8626027,1620724751498,6250
"mpl-cross-entropy/teacher-on-l",0.78097963,1620724751504,6250
"mpl-cross-entropy/teacher-on-u",0.7899878,1620724751509,6250
"mpl-cross-entropy/student-on-u",1.4503872,1620724751514,6250
"mpl-cross-entropy/student-on-l",0.51628953,1620724751520,6250
"mpl-lr/student",0.04999834,1620724751522,6250
"mpl-lr/teacher",0.049995415,1620724751523,6250
"mpl-uda/weight",8.0,1620724938569,6500
"mpl-uda/u-ratio",0.93791974,1620724938577,6500
"mpl-uda/l-ratio",0.0016041672,1620724938583,6500
"mpl/dot-product",0.8605405,1620724938589,6500
"mpl/moving-dot-product",-0.8626019,1620724938595,6500
"mpl-cross-entropy/teacher-on-l",0.7761081,1620724938601,6500
"mpl-cross-entropy/teacher-on-u",0.78126806,1620724938608,6500
"mpl-cross-entropy/student-on-u",1.4393293,1620724938614,6500
"mpl-cross-entropy/student-on-l",0.5074832,1620724938620,6500
"mpl-lr/student",0.04999705,1620724938622,6500
"mpl-lr/teacher",0.049993396,1620724938623,6500
"mpl-uda/weight",8.0,1620725124962,6750
"mpl-uda/u-ratio",0.9404345,1620725124969,6750
"mpl-uda/l-ratio",0.0015416668,1620725124975,6750
"mpl/dot-product",0.86013705,1620725124981,6750
"mpl/moving-dot-product",-0.8626061,1620725124987,6750
"mpl-cross-entropy/teacher-on-l",0.7728806,1620725124993,6750
"mpl-cross-entropy/teacher-on-u",0.77425164,1620725124999,6750
"mpl-cross-entropy/student-on-u",1.4292327,1620725125005,6750
"mpl-cross-entropy/student-on-l",0.49271712,1620725125011,6750
"mpl-lr/student",0.049995393,1620725125013,6750
"mpl-lr/teacher",0.04999101,1620725125015,6750
"mpl-uda/weight",8.0,1620725312793,7000
"mpl-uda/u-ratio",0.9413778,1620725312801,7000
"mpl-uda/l-ratio",0.0012291665,1620725312806,7000
"mpl/dot-product",0.85852414,1620725312812,7000
"mpl/moving-dot-product",-0.8626223,1620725312817,7000
"mpl-cross-entropy/teacher-on-l",0.76981103,1620725312822,7000
"mpl-cross-entropy/teacher-on-u",0.7690011,1620725312828,7000
"mpl-cross-entropy/student-on-u",1.422451,1620725312835,7000
"mpl-cross-entropy/student-on-l",0.48688626,1620725312844,7000
"mpl-lr/student",0.049993362,1620725312846,7000
"mpl-lr/teacher",0.04998826,1620725312847,7000
"mpl-val/ema-loss",1.7564461,1620725329848,7020
"mpl-val/ema-acc",0.8757,1620725329849,7020
"mpl-val/student-loss",1.7786934,1620725329849,7020
"mpl-val/student-acc",0.8637,1620725329850,7020
"mpl-uda/weight",8.0,1620725532395,7250
"mpl-uda/u-ratio",0.9422112,1620725532402,7250
"mpl-uda/l-ratio",0.0011458332,1620725532408,7250
"mpl/dot-product",0.8599582,1620725532415,7250
"mpl/moving-dot-product",-0.8626078,1620725532421,7250
"mpl-cross-entropy/teacher-on-l",0.76464933,1620725532427,7250
"mpl-cross-entropy/teacher-on-u",0.76295775,1620725532433,7250
"mpl-cross-entropy/student-on-u",1.4147801,1620725532439,7250
"mpl-cross-entropy/student-on-l",0.4844935,1620725532446,7250
"mpl-lr/student",0.049990967,1620725532447,7250
"mpl-lr/teacher",0.04998514,1620725532449,7250
"mpl-uda/weight",8.0,1620725719742,7500
"mpl-uda/u-ratio",0.9447707,1620725719749,7500
"mpl-uda/l-ratio",0.001375,1620725719755,7500
"mpl/dot-product",0.85985255,1620725719760,7500
"mpl/moving-dot-product",-0.862609,1620725719765,7500
"mpl-cross-entropy/teacher-on-l",0.76479876,1620725719771,7500
"mpl-cross-entropy/teacher-on-u",0.7569322,1620725719776,7500
"mpl-cross-entropy/student-on-u",1.4063443,1620725719782,7500
"mpl-cross-entropy/student-on-l",0.473805,1620725719787,7500
"mpl-lr/student",0.049988203,1620725719788,7500
"mpl-lr/teacher",0.049981654,1620725719790,7500
"mpl-uda/weight",8.0,1620725907579,7750
"mpl-uda/u-ratio",0.94462514,1620725907587,7750
"mpl-uda/l-ratio",0.0011458333,1620725907593,7750
"mpl/dot-product",0.8591226,1620725907598,7750
"mpl/moving-dot-product",-0.8626166,1620725907603,7750
"mpl-cross-entropy/teacher-on-l",0.7628239,1620725907609,7750
"mpl-cross-entropy/teacher-on-u",0.7536842,1620725907614,7750
"mpl-cross-entropy/student-on-u",1.4019535,1620725907620,7750
"mpl-cross-entropy/student-on-l",0.46812615,1620725907626,7750
"mpl-lr/student",0.049985066,1620725907627,7750
"mpl-lr/teacher",0.0499778,1620725907629,7750
"mpl-uda/weight",8.0,1620726094012,8000
"mpl-uda/u-ratio",0.94612825,1620726094019,8000
"mpl-uda/l-ratio",0.0011666667,1620726094025,8000
"mpl/dot-product",0.85887766,1620726094030,8000
"mpl/moving-dot-product",-0.862619,1620726094035,8000
"mpl-cross-entropy/teacher-on-l",0.76298374,1620726094041,8000
"mpl-cross-entropy/teacher-on-u",0.7468732,1620726094046,8000
"mpl-cross-entropy/student-on-u",1.3960463,1620726094052,8000
"mpl-cross-entropy/student-on-l",0.46214125,1620726094057,8000
"mpl-lr/student",0.049981564,1620726094058,8000
"mpl-lr/teacher",0.049973585,1620726094060,8000
"mpl-val/ema-loss",1.7492251,1620726111278,8020
"mpl-val/ema-acc",0.8834,1620726111279,8020
"mpl-val/student-loss",1.7742218,1620726111280,8020
"mpl-val/student-acc",0.8688,1620726111281,8020
"mpl-uda/weight",8.0,1620726313159,8250
"mpl-uda/u-ratio",0.9470119,1620726313167,8250
"mpl-uda/l-ratio",0.0010624997,1620726313173,8250
"mpl/dot-product",0.8593156,1620726313179,8250
"mpl/moving-dot-product",-0.86261433,1620726313184,8250
"mpl-cross-entropy/teacher-on-l",0.75967526,1620726313190,8250
"mpl-cross-entropy/teacher-on-u",0.741737,1620726313196,8250
"mpl-cross-entropy/student-on-u",1.3888805,1620726313202,8250
"mpl-cross-entropy/student-on-l",0.45545703,1620726313208,8250
"mpl-lr/student",0.049977694,1620726313210,8250
"mpl-lr/teacher",0.049969,1620726313212,8250
"mpl-uda/weight",8.0,1620726499776,8500
"mpl-uda/u-ratio",0.94956267,1620726499783,8500
"mpl-uda/l-ratio",0.0006874998,1620726499788,8500
"mpl/dot-product",0.8595169,1620726499793,8500
"mpl/moving-dot-product",-0.86261225,1620726499798,8500
"mpl-cross-entropy/teacher-on-l",0.7567778,1620726499804,8500
"mpl-cross-entropy/teacher-on-u",0.74047756,1620726499809,8500
"mpl-cross-entropy/student-on-u",1.3849065,1620726499814,8500
"mpl-cross-entropy/student-on-l",0.44999486,1620726499819,8500
"mpl-lr/student",0.049973454,1620726499821,8500
"mpl-lr/teacher",0.049964048,1620726499822,8500
"mpl-uda/weight",8.0,1620726687621,8750
"mpl-uda/u-ratio",0.9498865,1620726687628,8750
"mpl-uda/l-ratio",0.0008958332,1620726687633,8750
"mpl/dot-product",0.85903865,1620726687639,8750
"mpl/moving-dot-product",-0.86261684,1620726687644,8750
"mpl-cross-entropy/teacher-on-l",0.7575221,1620726687649,8750
"mpl-cross-entropy/teacher-on-u",0.73513216,1620726687654,8750
"mpl-cross-entropy/student-on-u",1.3783563,1620726687659,8750
"mpl-cross-entropy/student-on-l",0.4487003,1620726687665,8750
"mpl-lr/student",0.049968846,1620726687666,8750
"mpl-lr/teacher",0.04995873,1620726687668,8750
"mpl-uda/weight",8.0,1620726874719,9000
"mpl-uda/u-ratio",0.950494,1620726874727,9000
"mpl-uda/l-ratio",0.00052083336,1620726874734,9000
"mpl/dot-product",0.85925007,1620726874740,9000
"mpl/moving-dot-product",-0.8626146,1620726874746,9000
"mpl-cross-entropy/teacher-on-l",0.75279945,1620726874752,9000
"mpl-cross-entropy/teacher-on-u",0.7308762,1620726874758,9000
"mpl-cross-entropy/student-on-u",1.3733913,1620726874764,9000
"mpl-cross-entropy/student-on-l",0.43928263,1620726874770,9000
"mpl-lr/student",0.049963873,1620726874772,9000
"mpl-lr/teacher",0.049953043,1620726874774,9000
"mpl-val/ema-loss",1.7408501,1620726891656,9020
"mpl-val/ema-acc",0.8929,1620726891657,9020
"mpl-val/student-loss",1.7413299,1620726891658,9020
"mpl-val/student-acc",0.8818,1620726891658,9020
"mpl-uda/weight",8.0,1620727092524,9250
"mpl-uda/u-ratio",0.9506875,1620727092532,9250
"mpl-uda/l-ratio",0.0005625,1620727092537,9250
"mpl/dot-product",0.8581365,1620727092542,9250
"mpl/moving-dot-product",-0.8626264,1620727092547,9250
"mpl-cross-entropy/teacher-on-l",0.75185895,1620727092553,9250
"mpl-cross-entropy/teacher-on-u",0.7275622,1620727092558,9250
"mpl-cross-entropy/student-on-u",1.3700553,1620727092563,9250
"mpl-cross-entropy/student-on-l",0.43340564,1620727092568,9250
"mpl-lr/student",0.049958527,1620727092570,9250
"mpl-lr/teacher",0.049946994,1620727092571,9250
"mpl-uda/weight",8.0,1620727278332,9500
"mpl-uda/u-ratio",0.9523514,1620727278339,9500
"mpl-uda/l-ratio",0.00047916672,1620727278345,9500
"mpl/dot-product",0.85856724,1620727278350,9500
"mpl/moving-dot-product",-0.8626217,1620727278355,9500
"mpl-cross-entropy/teacher-on-l",0.75140005,1620727278360,9500
"mpl-cross-entropy/teacher-on-u",0.72541374,1620727278366,9500
"mpl-cross-entropy/student-on-u",1.3651682,1620727278371,9500
"mpl-cross-entropy/student-on-l",0.43225357,1620727278376,9500
"mpl-lr/student",0.049952816,1620727278378,9500
"mpl-lr/teacher",0.04994058,1620727278379,9500
"mpl-uda/weight",8.0,1620727464448,9750
"mpl-uda/u-ratio",0.952601,1620727464456,9750
"mpl-uda/l-ratio",0.00052083336,1620727464461,9750
"mpl/dot-product",0.8581198,1620727464467,9750
"mpl/moving-dot-product",-0.8626266,1620727464472,9750
"mpl-cross-entropy/teacher-on-l",0.75159603,1620727464477,9750
"mpl-cross-entropy/teacher-on-u",0.71890104,1620727464483,9750
"mpl-cross-entropy/student-on-u",1.3599792,1620727464489,9750
"mpl-cross-entropy/student-on-l",0.42519253,1620727464494,9750
"mpl-lr/student",0.049946733,1620727464496,9750
"mpl-lr/teacher",0.049933795,1620727464497,9750
"mpl-uda/weight",8.0,1620727650550,10000
"mpl-uda/u-ratio",0.9531515,1620727650557,10000
"mpl-uda/l-ratio",0.0006249999,1620727650563,10000
"mpl/dot-product",0.8583029,1620727650568,10000
"mpl/moving-dot-product",-0.8626243,1620727650573,10000
"mpl-cross-entropy/teacher-on-l",0.7493339,1620727650578,10000
"mpl-cross-entropy/teacher-on-u",0.7197392,1620727650584,10000
"mpl-cross-entropy/student-on-u",1.359926,1620727650589,10000
"mpl-cross-entropy/student-on-l",0.4216282,1620727650594,10000
"mpl-lr/student",0.049940284,1620727650596,10000
"mpl-lr/teacher",0.049926646,1620727650597,10000
"mpl-val/ema-loss",1.7375796,1620727667465,10020
"mpl-val/ema-acc",0.8965,1620727667466,10020
"mpl-val/student-loss",1.7414764,1620727667467,10020
"mpl-val/student-acc",0.8853,1620727667468,10020
"mpl-uda/weight",8.0,1620727870101,10250
"mpl-uda/u-ratio",0.9547798,1620727870108,10250
"mpl-uda/l-ratio",0.0005000001,1620727870113,10250
"mpl/dot-product",0.8571398,1620727870118,10250
"mpl/moving-dot-product",-0.8626364,1620727870124,10250
"mpl-cross-entropy/teacher-on-l",0.7486214,1620727870129,10250
